Date,Open,High,Low,Close
2015-12-01 00:00:00+00:00,1053.699951171875,1098.800048828125,1052.699951171875,1060.300048828125
2016-01-01 00:00:00+00:00,1063.4000244140625,1125.699951171875,1063.199951171875,1116.4000244140625
2016-02-01 00:00:00+00:00,1116.699951171875,1260.800048828125,1115.300048828125,1233.9000244140625
2016-03-01 00:00:00+00:00,1240.5,1280.699951171875,1210.0,1234.199951171875
2016-04-01 00:00:00+00:00,1232.300048828125,1295.5,1209.199951171875,1289.199951171875
2016-05-01 00:00:00+00:00,1292.0999755859375,1304.4000244140625,1199.0,1214.800048828125
2016-06-01 00:00:00+00:00,1215.699951171875,1355.5999755859375,1205.4000244140625,1318.4000244140625
2016-07-01 00:00:00+00:00,1324.5,1374.9000244140625,1312.800048828125,1349.0
2016-08-01 00:00:00+00:00,1348.800048828125,1366.0,1306.300048828125,1306.9000244140625
2016-09-01 00:00:00+00:00,1305.300048828125,1350.5,1301.5,1313.300048828125
2016-10-01 00:00:00+00:00,1313.5,1316.800048828125,1248.9000244140625,1271.5
2016-11-01 00:00:00+00:00,1279.300048828125,1318.5999755859375,1167.9000244140625,1170.800048828125
2016-12-01 00:00:00+00:00,1172.699951171875,1186.699951171875,1123.9000244140625,1150.0
2017-01-01 00:00:00+00:00,1155.199951171875,1219.0,1146.5,1208.5999755859375
2017-02-01 00:00:00+00:00,1211.9000244140625,1263.0999755859375,1197.9000244140625,1252.5999755859375
2017-03-01 00:00:00+00:00,1247.800048828125,1257.699951171875,1196.199951171875,1247.300048828125
2017-04-01 00:00:00+00:00,1247.5,1294.800048828125,1243.0,1266.0999755859375
2017-05-01 00:00:00+00:00,1268.699951171875,1273.199951171875,1214.0,1272.0
2017-06-01 00:00:00+00:00,1268.0,1295.199951171875,1238.0999755859375,1240.699951171875
2017-07-01 00:00:00+00:00,1236.0,1270.800048828125,1208.5999755859375,1266.5999755859375
2017-08-01 00:00:00+00:00,1268.4000244140625,1323.800048828125,1251.4000244140625,1316.199951171875
2017-09-01 00:00:00+00:00,1320.199951171875,1355.800048828125,1277.0,1281.5
2017-10-01 00:00:00+00:00,1275.0,1303.800048828125,1260.5,1267.0
2017-11-01 00:00:00+00:00,1272.199951171875,1296.199951171875,1265.300048828125,1273.199951171875
2017-12-01 00:00:00+00:00,1274.0999755859375,1306.300048828125,1236.5,1306.300048828125
2018-01-01 00:00:00+00:00,1302.300048828125,1362.4000244140625,1302.300048828125,1339.0
2018-02-01 00:00:00+00:00,1343.800048828125,1361.4000244140625,1307.0,1315.5
2018-03-01 00:00:00+00:00,1310.4000244140625,1354.4000244140625,1301.800048828125,1322.800048828125
2018-04-01 00:00:00+00:00,1327.0,1365.4000244140625,1309.5999755859375,1316.199951171875
2018-05-01 00:00:00+00:00,1313.199951171875,1320.800048828125,1285.199951171875,1300.0999755859375
2018-06-01 00:00:00+00:00,1298.5999755859375,1307.699951171875,1244.800048828125,1251.300048828125
2018-07-01 00:00:00+00:00,1249.9000244140625,1262.300048828125,1211.699951171875,1223.699951171875
2018-08-01 00:00:00+00:00,1222.9000244140625,1223.699951171875,1161.4000244140625,1200.300048828125
2018-09-01 00:00:00+00:00,1193.800048828125,1206.199951171875,1180.0,1191.5
2018-10-01 00:00:00+00:00,1191.5999755859375,1238.5999755859375,1183.699951171875,1212.300048828125
2018-11-01 00:00:00+00:00,1215.4000244140625,1236.0,1196.300048828125,1220.199951171875
2018-12-01 00:00:00+00:00,1222.5,1281.300048828125,1221.300048828125,1278.300048828125
2019-01-01 00:00:00+00:00,1286.0,1325.4000244140625,1275.300048828125,1319.699951171875
2019-02-01 00:00:00+00:00,1320.300048828125,1344.0,1301.5999755859375,1312.800048828125
2019-03-01 00:00:00+00:00,1312.199951171875,1322.9000244140625,1281.0,1293.0
2019-04-01 00:00:00+00:00,1291.800048828125,1309.0999755859375,1266.0,1282.800048828125
2019-05-01 00:00:00+00:00,1278.699951171875,1306.4000244140625,1266.5999755859375,1305.800048828125
2019-06-01 00:00:00+00:00,1307.0,1433.300048828125,1307.0,1409.699951171875
2019-07-01 00:00:00+00:00,1386.5999755859375,1444.199951171875,1382.800048828125,1426.0999755859375
2019-08-01 00:00:00+00:00,1411.300048828125,1549.300048828125,1400.9000244140625,1519.0999755859375
2019-09-01 00:00:00+00:00,1522.9000244140625,1553.199951171875,1463.5,1465.699951171875
2019-10-01 00:00:00+00:00,1468.699951171875,1518.199951171875,1458.300048828125,1511.4000244140625
2019-11-01 00:00:00+00:00,1511.0,1511.5999755859375,1447.0999755859375,1465.5999755859375
2019-12-01 00:00:00+00:00,1462.800048828125,1523.4000244140625,1453.300048828125,1519.5
2020-01-01 00:00:00+00:00,1518.0999755859375,1604.199951171875,1518.0,1582.9000244140625
2020-02-01 00:00:00+00:00,1592.9000244140625,1686.5999755859375,1547.699951171875,1564.0999755859375
2020-03-01 00:00:00+00:00,1583.9000244140625,1701.5999755859375,1452.0999755859375,1583.4000244140625
2020-04-01 00:00:00+00:00,1570.0,1775.0,1570.0,1684.199951171875
2020-05-01 00:00:00+00:00,1686.5999755859375,1770.5,1670.5,1736.9000244140625
2020-06-01 00:00:00+00:00,1740.4000244140625,1793.199951171875,1668.5999755859375,1793.0
2020-07-01 00:00:00+00:00,1793.5999755859375,1981.0999755859375,1765.800048828125,1962.800048828125
2020-08-01 00:00:00+00:00,1984.300048828125,2063.0,1871.5999755859375,1967.5999755859375
2020-09-01 00:00:00+00:00,1961.699951171875,1986.300048828125,1851.5,1887.5
2020-10-01 00:00:00+00:00,1884.0999755859375,1929.0999755859375,1858.800048828125,1877.4000244140625
2020-11-01 00:00:00+00:00,1872.9000244140625,1963.199951171875,1762.300048828125,1775.699951171875
2020-12-01 00:00:00+00:00,1775.0,1908.0,1774.9000244140625,1893.0999755859375
2021-01-01 00:00:00+00:00,1912.199951171875,1959.9000244140625,1802.0,1847.300048828125
2021-02-01 00:00:00+00:00,1866.5999755859375,1871.9000244140625,1718.800048828125,1728.0999755859375
2021-03-01 00:00:00+00:00,1737.0999755859375,1750.300048828125,1673.699951171875,1713.800048828125
2021-04-01 00:00:00+00:00,1706.800048828125,1794.5,1706.4000244140625,1767.300048828125
2021-05-01 00:00:00+00:00,1788.5,1905.4000244140625,1774.800048828125,1902.5
2021-06-01 00:00:00+00:00,1905.0999755859375,1916.199951171875,1752.0999755859375,1770.800048828125
2021-07-01 00:00:00+00:00,1775.699951171875,1833.0,1768.800048828125,1812.5999755859375
2021-08-01 00:00:00+00:00,1812.4000244140625,1831.300048828125,1692.5999755859375,1815.0
2021-09-01 00:00:00+00:00,1813.5,1833.9000244140625,1721.4000244140625,1755.300048828125
2021-10-01 00:00:00+00:00,1754.300048828125,1809.0,1744.699951171875,1783.0
2021-11-01 00:00:00+00:00,1787.5,1869.699951171875,1761.800048828125,1773.5999755859375
2021-12-01 00:00:00+00:00,1774.800048828125,1827.800048828125,1753.9000244140625,1827.5
2022-01-01 00:00:00+00:00,1830.0999755859375,1852.699951171875,1778.800048828125,1795.0
2022-02-01 00:00:00+00:00,1797.199951171875,1972.5,1787.9000244140625,1899.4000244140625
2022-03-01 00:00:00+00:00,1908.300048828125,2072.0,1893.5,1949.199951171875
2022-04-01 00:00:00+00:00,1935.0,1997.0999755859375,1872.9000244140625,1909.300048828125
2022-05-01 00:00:00+00:00,1896.699951171875,1904.300048828125,1787.0,1842.699951171875
2022-06-01 00:00:00+00:00,1831.0,1875.5999755859375,1801.0,1804.0999755859375
2022-07-01 00:00:00+00:00,1795.5,1806.0999755859375,1679.800048828125,1762.9000244140625
2022-08-01 00:00:00+00:00,1763.9000244140625,1804.9000244140625,1708.5,1712.800048828125
2022-09-01 00:00:00+00:00,1707.9000244140625,1728.0999755859375,1620.4000244140625,1662.4000244140625
2022-10-01 00:00:00+00:00,1667.199951171875,1728.0,1622.800048828125,1635.9000244140625
2022-11-01 00:00:00+00:00,1630.800048828125,1778.9000244140625,1615.0999755859375,1746.0
2022-12-01 00:00:00+00:00,1768.699951171875,1826.300048828125,1764.300048828125,1819.699951171875
2023-01-01 00:00:00+00:00,1836.199951171875,1941.199951171875,1834.800048828125,1929.5
2023-02-01 00:00:00+00:00,1927.199951171875,1959.0999755859375,1808.0999755859375,1828.9000244140625
2023-03-01 00:00:00+00:00,1827.0999755859375,2003.9000244140625,1811.5,1969.0
2023-04-01 00:00:00+00:00,1968.0999755859375,2048.60009765625,1950.0,1990.0999755859375
2023-05-01 00:00:00+00:00,1980.0999755859375,2072.0,1931.0,1963.9000244140625
2023-06-01 00:00:00+00:00,1963.199951171875,1983.0,1892.5,1921.0999755859375
2023-07-01 00:00:00+00:00,1917.9000244140625,1978.4000244140625,1903.199951171875,1970.5
2023-08-01 00:00:00+00:00,1964.9000244140625,1965.4000244140625,1884.0,1938.199951171875
2023-09-01 00:00:00+00:00,1950.0,1950.0,1846.0,1848.0999755859375
2023-10-01 00:00:00+00:00,1844.0999755859375,2004.0999755859375,1809.4000244140625,1985.199951171875
2023-11-01 00:00:00+00:00,1990.5,2052.10009765625,1932.5999755859375,2038.0999755859375
2023-12-01 00:00:00+00:00,2038.300048828125,2130.199951171875,1975.0,2062.39990234375
2024-01-01 00:00:00+00:00,2063.5,2073.699951171875,2002.5999755859375,2048.39990234375
2024-02-01 00:00:00+00:00,2040.199951171875,2064.5,1984.800048828125,2045.699951171875
2024-03-01 00:00:00+00:00,2043.0999755859375,2234.10009765625,2041.800048828125,2217.39990234375
2024-04-01 00:00:00+00:00,2235.699951171875,2429.0,2230.0,2291.39990234375
2024-05-01 00:00:00+00:00,2287.699951171875,2435.800048828125,2277.60009765625,2322.89990234375
2024-06-01 00:00:00+00:00,2322.60009765625,2385.10009765625,2285.39990234375,2327.699951171875
2024-07-01 00:00:00+00:00,2323.800048828125,2473.10009765625,2321.699951171875,2426.5
2024-08-01 00:00:00+00:00,2446.699951171875,2527.300048828125,2367.39990234375,2493.800048828125
2024-09-01 00:00:00+00:00,2501.60009765625,2672.10009765625,2476.300048828125,2636.10009765625
2024-10-01 00:00:00+00:00,2631.39990234375,2789.0,2602.5,2738.300048828125
2024-11-01 00:00:00+00:00,2745.5,2756.0,2554.199951171875,2657.0
2024-12-01 00:00:00+00:00,2649.0,2733.800048828125,2582.10009765625,2629.199951171875
2025-01-01 00:00:00+00:00,2633.0,2838.0,2617.300048828125,2812.5
2025-02-01 00:00:00+00:00,2818.199951171875,2957.89990234375,2780.89990234375,2836.800048828125
2025-03-01 00:00:00+00:00,2872.699951171875,3132.5,2863.39990234375,3122.800048828125
2025-04-01 00:00:00+00:00,3129.699951171875,3485.60009765625,2949.699951171875,3305.0
2025-05-01 00:00:00+00:00,3272.89990234375,3430.89990234375,3125.0,3288.89990234375
2025-06-01 00:00:00+00:00,3296.89990234375,3444.0,3253.800048828125,3294.39990234375
2025-07-01 00:00:00+00:00,3310.10009765625,3441.0,3263.89990234375,3293.199951171875
2025-08-01 00:00:00+00:00,3286.199951171875,3477.0,3281.0,3473.699951171875
2025-09-01 00:00:00+00:00,3485.699951171875,3865.5,3485.699951171875,3840.800048828125
2025-10-01 00:00:00+00:00,3863.5,4358.0,3823.699951171875,3982.199951171875
2025-11-01 00:00:00+00:00,3976.199951171875,4228.7001953125,3927.39990234375,4218.2998046875
2025-12-01 00:00:00+00:00,4218.5,4375.10009765625,4167.0,4363.2001953125
